,Station,Target Variable,RF_max_depth,RF_n_estimators,RF_max_features,RF_min_samples_split,RF_min_samples_leaf,MAE,MSE,RMSE,R2,Station_Target
6166,MUCR,sea_median,10,300,sqrt,10,3,0.1476682729004136,0.0475982113331504,0.2181701430836732,0.8328410730044167,MUCR_sea_median
6168,MUCR,"(38.1875, 14.875)",10,300,sqrt,2,5,0.1502019986836068,0.0500500177026873,0.2237186127766022,0.8231476464943759,"MUCR_(38.1875, 14.875)"
6169,MUCR,"(38.1875, 14.833335876464844)",10,300,sqrt,2,5,0.1481030084433631,0.0483234820585336,0.21982602679968,0.8307502093558499,"MUCR_(38.1875, 14.833335876464844)"
6170,MUCR,"(38.1875, 14.791667938232422)",10,300,sqrt,2,5,0.1474693764255971,0.0477232581806646,0.2184565361362863,0.8359212222634558,"MUCR_(38.1875, 14.791667938232422)"
6171,MUCR,"(38.1875, 14.958335876464844)",10,300,sqrt,2,5,0.0794832109130719,0.0134120452852834,0.1158103850493702,0.8415632465384513,"MUCR_(38.1875, 14.958335876464844)"
6172,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,sqrt,2,5,0.1486505408015812,0.0486328364243699,0.220528538797975,0.8289982005506437,"MUCR_(38.145835876464844, 14.708335876464844)"
6173,MUCR,sea_mean,10,300,sqrt,2,5,0.1331737948246595,0.0386686387822805,0.196643430559682,0.8353977535573476,MUCR_sea_mean
6174,MUCR,sea_median,10,300,sqrt,2,5,0.1480218124061572,0.0481809064165459,0.219501495248998,0.8307947212156016,MUCR_sea_median
6176,MUCR,"(38.1875, 14.875)",10,300,sqrt,5,5,0.1501093935028428,0.0499784452284317,0.2235585946199156,0.8234005487129825,"MUCR_(38.1875, 14.875)"
6177,MUCR,"(38.1875, 14.833335876464844)",10,300,sqrt,5,5,0.1480159630474849,0.0482481906934115,0.2196547078790063,0.8310139123681616,"MUCR_(38.1875, 14.833335876464844)"
6178,MUCR,"(38.1875, 14.791667938232422)",10,300,sqrt,5,5,0.14742115576785,0.0476464909773421,0.2182807618122635,0.8361851579076592,"MUCR_(38.1875, 14.791667938232422)"
6179,MUCR,"(38.1875, 14.958335876464844)",10,300,sqrt,5,5,0.0794327998812898,0.01333559319791,0.1154798389239873,0.8424663765429469,"MUCR_(38.1875, 14.958335876464844)"
6180,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,sqrt,5,5,0.1486126393718195,0.0485559809018374,0.2203542168914346,0.8292684383902796,"MUCR_(38.145835876464844, 14.708335876464844)"
6181,MUCR,sea_mean,10,300,sqrt,5,5,0.133122318531597,0.0385939770368893,0.196453498408375,0.8357155690119825,MUCR_sea_mean
6182,MUCR,sea_median,10,300,sqrt,5,5,0.1479516753168136,0.0481095859432138,0.2193389749752966,0.8310451897408065,MUCR_sea_median
6184,MUCR,"(38.1875, 14.875)",10,300,sqrt,10,5,0.1501945595216295,0.0501081214717744,0.2238484341508209,0.8229423361112378,"MUCR_(38.1875, 14.875)"
6185,MUCR,"(38.1875, 14.833335876464844)",10,300,sqrt,10,5,0.148147971475753,0.0483864198637656,0.2199691338887473,0.8305297738676495,"MUCR_(38.1875, 14.833335876464844)"
6186,MUCR,"(38.1875, 14.791667938232422)",10,300,sqrt,10,5,0.1475755047242916,0.0477862588524538,0.2186006835589811,0.8357046177477997,"MUCR_(38.1875, 14.791667938232422)"
6187,MUCR,"(38.1875, 14.958335876464844)",10,300,sqrt,10,5,0.0795627308500689,0.0133902591851213,0.1157162874668962,0.8418206061660728,"MUCR_(38.1875, 14.958335876464844)"
6188,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,sqrt,10,5,0.1487456991157397,0.0486730170762508,0.220619620787116,0.8288569181521686,"MUCR_(38.145835876464844, 14.708335876464844)"
6189,MUCR,sea_mean,10,300,sqrt,10,5,0.1332672471794864,0.0387075950907761,0.196742458790105,0.8352319267764359,MUCR_sea_mean
6190,MUCR,sea_median,10,300,sqrt,10,5,0.1480669556710463,0.0482420239902162,0.219640670164285,0.8305800839897655,MUCR_sea_median
6192,MUCR,"(38.1875, 14.875)",10,300,log2,2,1,0.1502086332311477,0.0488995447777471,0.2211324145794713,0.8272128567332373,"MUCR_(38.1875, 14.875)"
6193,MUCR,"(38.1875, 14.833335876464844)",10,300,log2,2,1,0.1481040001515003,0.0471951007053161,0.2172443341155671,0.8347022902006759,"MUCR_(38.1875, 14.833335876464844)"
6194,MUCR,"(38.1875, 14.791667938232422)",10,300,log2,2,1,0.1474248721590635,0.0465891998321713,0.2158453145939733,0.8398202625804074,"MUCR_(38.1875, 14.791667938232422)"
6195,MUCR,"(38.1875, 14.958335876464844)",10,300,log2,2,1,0.0792081750309293,0.0131121540705273,0.1145083144165846,0.8451058673279679,"MUCR_(38.1875, 14.958335876464844)"
6196,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,log2,2,1,0.1486179327655155,0.0475080529319377,0.2179634210869744,0.8329531416015519,"MUCR_(38.145835876464844, 14.708335876464844)"
6197,MUCR,sea_mean,10,300,log2,2,1,0.1330951238073477,0.0377611436936846,0.1943222676218159,0.8392607219710948,MUCR_sea_mean
6198,MUCR,sea_median,10,300,log2,2,1,0.14803931669094,0.0470542963948217,0.2169200230380352,0.8347512338050299,MUCR_sea_median
6200,MUCR,"(38.1875, 14.875)",10,300,log2,5,1,0.1500549750533029,0.0488088944727013,0.220927351119551,0.8275331707017275,"MUCR_(38.1875, 14.875)"
6201,MUCR,"(38.1875, 14.833335876464844)",10,300,log2,5,1,0.1479334396252769,0.047073140269509,0.2169634537647044,0.8351294485375321,"MUCR_(38.1875, 14.833335876464844)"
6202,MUCR,"(38.1875, 14.791667938232422)",10,300,log2,5,1,0.1472526089582715,0.0464514791691734,0.2155260521820355,0.8402937641583634,"MUCR_(38.1875, 14.791667938232422)"
6203,MUCR,"(38.1875, 14.958335876464844)",10,300,log2,5,1,0.0792857534080595,0.0131054883631402,0.1144792049375791,0.8451846094597965,"MUCR_(38.1875, 14.958335876464844)"
6204,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,log2,5,1,0.1484686053287369,0.0473828167448649,0.2176759443412728,0.8333934945589397,"MUCR_(38.145835876464844, 14.708335876464844)"
6205,MUCR,sea_mean,10,300,log2,5,1,0.132994959648329,0.0376629085173343,0.1940693394571496,0.8396788833343118,MUCR_sea_mean
6206,MUCR,sea_median,10,300,log2,5,1,0.1478715212337491,0.0469360470634465,0.2166472872284501,0.8351665105727276,MUCR_sea_median
6208,MUCR,"(38.1875, 14.875)",10,300,log2,10,1,0.1508075457855629,0.0495002699060449,0.222486561180771,0.8250901870994216,"MUCR_(38.1875, 14.875)"
6209,MUCR,"(38.1875, 14.833335876464844)",10,300,log2,10,1,0.1486130056292542,0.0477345541913419,0.2184823887441319,0.8328128901474776,"MUCR_(38.1875, 14.833335876464844)"
6210,MUCR,"(38.1875, 14.791667938232422)",10,300,log2,10,1,0.1479548965379586,0.047089060370799,0.217000139103179,0.8381016769401253,"MUCR_(38.1875, 14.791667938232422)"
6211,MUCR,"(38.1875, 14.958335876464844)",10,300,log2,10,1,0.0794096474273941,0.0131849787168831,0.1148258625784414,0.8442455883552114,"MUCR_(38.1875, 14.958335876464844)"
6212,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,log2,10,1,0.1491934283194102,0.0480008877361137,0.2190910489639268,0.8312202457940776,"MUCR_(38.145835876464844, 14.708335876464844)"
6213,MUCR,sea_mean,10,300,log2,10,1,0.133593256508622,0.0381623835951776,0.1953519480199202,0.8375527490186454,MUCR_sea_mean
6214,MUCR,sea_median,10,300,log2,10,1,0.1485504352611874,0.0475958150327508,0.2181646511989301,0.8328494885097967,MUCR_sea_median
6216,MUCR,"(38.1875, 14.875)",10,300,log2,2,3,0.1503977303883719,0.0494578239682687,0.2223911508317466,0.8252401703429257,"MUCR_(38.1875, 14.875)"
6217,MUCR,"(38.1875, 14.833335876464844)",10,300,log2,2,3,0.1482845109480482,0.0477180976304063,0.2184447244279576,0.8328705281606013,"MUCR_(38.1875, 14.833335876464844)"
6218,MUCR,"(38.1875, 14.791667938232422)",10,300,log2,2,3,0.1476105119852704,0.0470940076886069,0.2170115381462629,0.8380846674170972,"MUCR_(38.1875, 14.791667938232422)"
6219,MUCR,"(38.1875, 14.958335876464844)",10,300,log2,2,3,0.0793514694544233,0.0132299585372146,0.1150215568370322,0.8437142408572704,"MUCR_(38.1875, 14.958335876464844)"
6220,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,log2,2,3,0.1488708382806573,0.0480398650566639,0.2191799832481605,0.8310831945249797,"MUCR_(38.145835876464844, 14.708335876464844)"
6221,MUCR,sea_mean,10,300,log2,2,3,0.1333352239884641,0.0381747070149244,0.1953834870579509,0.8375002914551503,MUCR_sea_mean
6222,MUCR,sea_median,10,300,log2,2,3,0.1482307821348824,0.047579138200655,0.2181264271028501,0.8329080554449976,MUCR_sea_median
6224,MUCR,"(38.1875, 14.875)",10,300,log2,5,3,0.1506669289278821,0.0496207746255394,0.2227572100416492,0.8246643821900663,"MUCR_(38.1875, 14.875)"
6225,MUCR,"(38.1875, 14.833335876464844)",10,300,log2,5,3,0.1485888590145403,0.0478778046641122,0.218809973867994,0.8323111648683126,"MUCR_(38.1875, 14.833335876464844)"
6226,MUCR,"(38.1875, 14.791667938232422)",10,300,log2,5,3,0.1479117312282238,0.0472551329851929,0.2173824578598579,0.8375306976603346,"MUCR_(38.1875, 14.791667938232422)"
6227,MUCR,"(38.1875, 14.958335876464844)",10,300,log2,5,3,0.0795475610226846,0.0132593443077893,0.1151492262578838,0.8433671061743202,"MUCR_(38.1875, 14.958335876464844)"
6228,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,log2,5,3,0.1490924368711712,0.0481577892601478,0.2194488306192309,0.8306685518169454,"MUCR_(38.145835876464844, 14.708335876464844)"
6229,MUCR,sea_mean,10,300,log2,5,3,0.1335770774395456,0.0382912190918176,0.1956814224493925,0.8370043301232221,MUCR_sea_mean
6230,MUCR,sea_median,10,300,log2,5,3,0.1485029177061151,0.0477292910052569,0.2184703435371879,0.832380737695031,MUCR_sea_median
6232,MUCR,"(38.1875, 14.875)",10,300,log2,10,3,0.1504445632104077,0.0491960486721608,0.2218018229685249,0.8261651565733265,"MUCR_(38.1875, 14.875)"
6233,MUCR,"(38.1875, 14.833335876464844)",10,300,log2,10,3,0.1483240794814601,0.0474566357887083,0.2178454401375166,0.8337862809185507,"MUCR_(38.1875, 14.833335876464844)"
6234,MUCR,"(38.1875, 14.791667938232422)",10,300,log2,10,3,0.1476425347087694,0.0468312433549418,0.2164052757095857,0.8389880854221571,"MUCR_(38.1875, 14.791667938232422)"
6235,MUCR,"(38.1875, 14.958335876464844)",10,300,log2,10,3,0.0793031956229791,0.0131406234330685,0.1146325583465212,0.8447695581910537,"MUCR_(38.1875, 14.958335876464844)"
6236,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,log2,10,3,0.148806323712468,0.0477345652818142,0.2184824141248312,0.8321566834412999,"MUCR_(38.145835876464844, 14.708335876464844)"
6237,MUCR,sea_mean,10,300,log2,10,3,0.1332742191256746,0.0379447649334624,0.1947941604193063,0.8384790945460336,MUCR_sea_mean
6238,MUCR,sea_median,10,300,log2,10,3,0.1482547749845994,0.0473128406767071,0.2175151504532665,0.8338432588301234,MUCR_sea_median
6240,MUCR,"(38.1875, 14.875)",10,300,log2,2,5,0.1508572558054656,0.0499143240957235,0.2234151384658692,0.8236271215245301,"MUCR_(38.1875, 14.875)"
6241,MUCR,"(38.1875, 14.833335876464844)",10,300,log2,2,5,0.1487551470613366,0.0481855743065615,0.219512127925911,0.8312332221097987,"MUCR_(38.1875, 14.833335876464844)"
6242,MUCR,"(38.1875, 14.791667938232422)",10,300,log2,2,5,0.1481038326066159,0.047581797199494,0.2181325221040962,0.8364075835424785,"MUCR_(38.1875, 14.791667938232422)"
6243,MUCR,"(38.1875, 14.958335876464844)",10,300,log2,2,5,0.0796253953237907,0.0133851717544055,0.1156943030334925,0.8418807040846916,"MUCR_(38.1875, 14.958335876464844)"
6244,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,log2,2,5,0.1492614903515848,0.0484837948883055,0.2201903605708151,0.8295222573964611,"MUCR_(38.145835876464844, 14.708335876464844)"
6245,MUCR,sea_mean,10,300,log2,2,5,0.1337379897207362,0.0385598340199354,0.1963665807105053,0.835860906874083,MUCR_sea_mean
6246,MUCR,sea_median,10,300,log2,2,5,0.1486840472584685,0.0480430033094837,0.2191871422083963,0.8312790195696831,MUCR_sea_median
6248,MUCR,"(38.1875, 14.875)",10,300,log2,5,5,0.1510001974301468,0.0500950203649339,0.2238191688951908,0.8229886290334907,"MUCR_(38.1875, 14.875)"
6249,MUCR,"(38.1875, 14.833335876464844)",10,300,log2,5,5,0.1489381341327399,0.0483446798418992,0.2198742364214126,0.8306759655256475,"MUCR_(38.1875, 14.833335876464844)"
6250,MUCR,"(38.1875, 14.791667938232422)",10,300,log2,5,5,0.1482844511903122,0.0477129899775459,0.2184330331647344,0.8359565256832447,"MUCR_(38.1875, 14.791667938232422)"
6251,MUCR,"(38.1875, 14.958335876464844)",10,300,log2,5,5,0.0797616479524747,0.0133999755904417,0.1157582635946209,0.8417058260798493,"MUCR_(38.1875, 14.958335876464844)"
6252,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,log2,5,5,0.1494023002670469,0.0485535221412545,0.2203486377113653,0.8292770838346953,"MUCR_(38.145835876464844, 14.708335876464844)"
6253,MUCR,sea_mean,10,300,log2,5,5,0.1339342223125853,0.0386655650197112,0.1966356148303538,0.8354108377578743,MUCR_sea_mean
6254,MUCR,sea_median,10,300,log2,5,5,0.148853084774607,0.0481930539629803,0.2195291642652072,0.8307520605615406,MUCR_sea_median
6256,MUCR,"(38.1875, 14.875)",10,300,log2,10,5,0.1508030120101543,0.0500102996742508,0.2236298273358249,0.8232879906366559,"MUCR_(38.1875, 14.875)"
6257,MUCR,"(38.1875, 14.833335876464844)",10,300,log2,10,5,0.1486705216678112,0.0482569730409512,0.2196746982266079,0.8309831527784315,"MUCR_(38.1875, 14.833335876464844)"
6258,MUCR,"(38.1875, 14.791667938232422)",10,300,log2,10,5,0.1479954757940689,0.0476291878624774,0.218241123215762,0.8362446482703518,"MUCR_(38.1875, 14.791667938232422)"
6259,MUCR,"(38.1875, 14.958335876464844)",10,300,log2,10,5,0.0795920220905019,0.0133551680942099,0.1155645624497837,0.8422351379098274,"MUCR_(38.1875, 14.958335876464844)"
6260,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,log2,10,5,0.1491365573401938,0.0485207023735292,0.2202741527586231,0.8293924840406295,"MUCR_(38.145835876464844, 14.708335876464844)"
6261,MUCR,sea_mean,10,300,log2,10,5,0.1336603166294274,0.0385920010032967,0.1964484690785264,0.8357239804683627,MUCR_sea_mean
6262,MUCR,sea_median,10,300,log2,10,5,0.148600202727311,0.0481088856416639,0.2193373785784445,0.8310476491117026,MUCR_sea_median
6264,MUCR,"(38.1875, 14.875)",10,300,0.5,2,1,0.1467438832015233,0.0484945035656609,0.2202146760905388,0.828644074840886,"MUCR_(38.1875, 14.875)"
6265,MUCR,"(38.1875, 14.833335876464844)",10,300,0.5,2,1,0.1448874907692505,0.0468946296752456,0.2165516789942891,0.8357546700534453,"MUCR_(38.1875, 14.833335876464844)"
6266,MUCR,"(38.1875, 14.791667938232422)",10,300,0.5,2,1,0.1444752135514906,0.0463782576513101,0.2153561182119285,0.8405455092741214,"MUCR_(38.1875, 14.791667938232422)"
6267,MUCR,"(38.1875, 14.958335876464844)",10,300,0.5,2,1,0.0789493506907851,0.0132160788522758,0.1149612058577843,0.8438782018471114,"MUCR_(38.1875, 14.958335876464844)"
6268,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,0.5,2,1,0.1456355031796794,0.0472856773614663,0.2174527014352003,0.8337350541014185,"MUCR_(38.145835876464844, 14.708335876464844)"
6269,MUCR,sea_mean,10,300,0.5,2,1,0.1304811046020985,0.0376014578265521,0.1939109533434153,0.8399404627968099,MUCR_sea_mean
6270,MUCR,sea_median,10,300,0.5,2,1,0.1448290273812643,0.0467715288442745,0.2162672625347502,0.8357442778504838,MUCR_sea_median
6272,MUCR,"(38.1875, 14.875)",10,300,0.5,5,1,0.1464083847626416,0.0481959583591843,0.2195357792233063,0.8296989880020932,"MUCR_(38.1875, 14.875)"
6273,MUCR,"(38.1875, 14.833335876464844)",10,300,0.5,5,1,0.1445051634179515,0.0465914371493616,0.2158504972182404,0.8368165817647866,"MUCR_(38.1875, 14.833335876464844)"
6274,MUCR,"(38.1875, 14.791667938232422)",10,300,0.5,5,1,0.1440522903639594,0.0460735024112834,0.2146473908792823,0.841593297484706,"MUCR_(38.1875, 14.791667938232422)"
6275,MUCR,"(38.1875, 14.958335876464844)",10,300,0.5,5,1,0.0788306755330475,0.0131353615648327,0.114609605028692,0.8448317167435109,"MUCR_(38.1875, 14.958335876464844)"
6276,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,0.5,5,1,0.1452642536239923,0.0469921365831632,0.2167766975095877,0.8347671962710337,"MUCR_(38.145835876464844, 14.708335876464844)"
6277,MUCR,sea_mean,10,300,0.5,5,1,0.1301206741462952,0.0373534848928137,0.1932704966952115,0.840996018493511,MUCR_sea_mean
6278,MUCR,sea_median,10,300,0.5,5,1,0.1444434205516555,0.0464691669570391,0.2155670822668412,0.8368061347400395,MUCR_sea_median
6280,MUCR,"(38.1875, 14.875)",10,300,0.5,10,1,0.1470726862453187,0.0487228222164749,0.2207324675177508,0.8278373080783737,"MUCR_(38.1875, 14.875)"
6281,MUCR,"(38.1875, 14.833335876464844)",10,300,0.5,10,1,0.1451940420143217,0.0471056426899614,0.2170383438242226,0.8350156109657625,"MUCR_(38.1875, 14.833335876464844)"
6282,MUCR,"(38.1875, 14.791667938232422)",10,300,0.5,10,1,0.1447452162772649,0.0465824129698293,0.2158295924330798,0.8398435966971503,"MUCR_(38.1875, 14.791667938232422)"
6283,MUCR,"(38.1875, 14.958335876464844)",10,300,0.5,10,1,0.0791148992461218,0.0132576758991201,0.1151419814799109,0.8433868151185838,"MUCR_(38.1875, 14.958335876464844)"
6284,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,0.5,10,1,0.14598387523779,0.0474904435060803,0.2179230219735407,0.8330150595099093,"MUCR_(38.145835876464844, 14.708335876464844)"
6285,MUCR,sea_mean,10,300,0.5,10,1,0.1307325938637941,0.0377681606208382,0.1943403216546638,0.8392308527538435,MUCR_sea_mean
6286,MUCR,sea_median,10,300,0.5,10,1,0.1451463695588639,0.0469842752281903,0.2167585643710308,0.8349971393286464,MUCR_sea_median
6288,MUCR,"(38.1875, 14.875)",10,300,0.5,2,3,0.1463293211116275,0.0483156822636733,0.2198082852480165,0.8292759421121685,"MUCR_(38.1875, 14.875)"
6289,MUCR,"(38.1875, 14.833335876464844)",10,300,0.5,2,3,0.1444692728111213,0.0467301154800155,0.2161714955307835,0.8363308701101166,"MUCR_(38.1875, 14.833335876464844)"
6290,MUCR,"(38.1875, 14.791667938232422)",10,300,0.5,2,3,0.1440534959712046,0.0462264994685481,0.2150034871078796,0.8410672736734597,"MUCR_(38.1875, 14.791667938232422)"
6291,MUCR,"(38.1875, 14.958335876464844)",10,300,0.5,2,3,0.0787590165285463,0.0131792061743503,0.1148007237535997,0.8443137795131341,"MUCR_(38.1875, 14.958335876464844)"
6292,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,0.5,2,3,0.1452156506332206,0.0471094660406464,0.2170471516529218,0.8343546447969028,"MUCR_(38.145835876464844, 14.708335876464844)"
6293,MUCR,sea_mean,10,300,0.5,2,3,0.1300801166845198,0.0374651234468781,0.1935590954899255,0.840520802469175,MUCR_sea_mean
6294,MUCR,sea_median,10,300,0.5,2,3,0.1443999443604001,0.0466006809827517,0.2158719087393072,0.8363442740354612,MUCR_sea_median
6296,MUCR,"(38.1875, 14.875)",10,300,0.5,5,3,0.1470608968855704,0.0489956541492788,0.2213496197179449,0.826873253086136,"MUCR_(38.1875, 14.875)"
6297,MUCR,"(38.1875, 14.833335876464844)",10,300,0.5,5,3,0.1451867323276926,0.0473842483221632,0.2176792326386769,0.8340398132187102,"MUCR_(38.1875, 14.833335876464844)"
6298,MUCR,"(38.1875, 14.791667938232422)",10,300,0.5,5,3,0.1447856546453086,0.0468746024048096,0.2165054327374018,0.8388390113610527,"MUCR_(38.1875, 14.791667938232422)"
6299,MUCR,"(38.1875, 14.958335876464844)",10,300,0.5,5,3,0.0791269873283828,0.0133205797140004,0.1154148158340187,0.8426437311222214,"MUCR_(38.1875, 14.958335876464844)"
6300,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,0.5,5,3,0.1460202184315701,0.047795962346718,0.2186228769976235,0.8319408003188796,"MUCR_(38.145835876464844, 14.708335876464844)"
6301,MUCR,sea_mean,10,300,0.5,5,3,0.1307341987785145,0.0379930778240757,0.1949181310809125,0.8382734392507473,MUCR_sea_mean
6302,MUCR,sea_median,10,300,0.5,5,3,0.1451236815874032,0.0472575337981649,0.2173879798842727,0.8340374896260642,MUCR_sea_median
6304,MUCR,"(38.1875, 14.875)",10,300,0.5,10,3,0.146901656224768,0.0489562612091729,0.2212606182970051,0.8270124485247992,"MUCR_(38.1875, 14.875)"
6305,MUCR,"(38.1875, 14.833335876464844)",10,300,0.5,10,3,0.1450739605236119,0.0473429906601737,0.2175844448947896,0.834184315443234,"MUCR_(38.1875, 14.833335876464844)"
6306,MUCR,"(38.1875, 14.791667938232422)",10,300,0.5,10,3,0.1446787235809902,0.0468253822483146,0.2163917333178756,0.8390082366701698,"MUCR_(38.1875, 14.791667938232422)"
6307,MUCR,"(38.1875, 14.958335876464844)",10,300,0.5,10,3,0.0790833443731506,0.0133042847932659,0.1153442013855309,0.8428362233397901,"MUCR_(38.1875, 14.958335876464844)"
6308,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,0.5,10,3,0.1458554514419954,0.0477267179215651,0.2184644545951701,0.832184276171278,"MUCR_(38.145835876464844, 14.708335876464844)"
6309,MUCR,sea_mean,10,300,0.5,10,3,0.1306262311421299,0.037954591377993,0.1948193814228785,0.8384372659506858,MUCR_sea_mean
6310,MUCR,sea_median,10,300,0.5,10,3,0.1450088161615145,0.0472141524118335,0.2172881782606534,0.8341898395944272,MUCR_sea_median
6312,MUCR,"(38.1875, 14.875)",10,300,0.5,2,5,0.1467181269879925,0.0486803309175078,0.2206361958462568,0.8279874516062039,"MUCR_(38.1875, 14.875)"
