,Station,Target Variable,RF_max_depth,RF_n_estimators,RF_max_features,RF_min_samples_split,RF_min_samples_leaf,MAE,MSE,RMSE,R2,Station_Target
5989,MSDA,sea_mean,10,300,log2,5,1,0.1298410029052404,0.0322250647135517,0.179513410957376,0.8382415151361451,MSDA_sea_mean
5990,MSDA,sea_median,10,300,log2,5,1,0.1351402074571191,0.0351048447301734,0.1873628691341308,0.825502877841503,MSDA_sea_median
5992,MSDA,"(35.9375, 14.541667938232422)",10,300,log2,10,1,0.1353496787919362,0.0335951546561502,0.1832898105628086,0.7992787872255392,"MSDA_(35.9375, 14.541667938232422)"
5993,MSDA,"(35.895835876464844, 14.583335876464844)",10,300,log2,10,1,0.1560183682743184,0.0451768290141077,0.2125484156941841,0.7801766940337072,"MSDA_(35.895835876464844, 14.583335876464844)"
5994,MSDA,"(35.97916793823242, 14.5)",10,300,log2,10,1,0.1456191320258059,0.0432372476848874,0.2079356816058453,0.8172726339979086,"MSDA_(35.97916793823242, 14.5)"
5995,MSDA,"(35.97916793823242, 14.458335876464844)",10,300,log2,10,1,0.1398704031991264,0.0389836173133758,0.1974426937452379,0.796206387458718,"MSDA_(35.97916793823242, 14.458335876464844)"
5996,MSDA,"(35.9375, 14.583335876464844)",10,300,log2,10,1,0.1387670483629573,0.0395351696386839,0.198834528285919,0.8466316305633587,"MSDA_(35.9375, 14.583335876464844)"
5997,MSDA,sea_mean,10,300,log2,10,1,0.1304190432511825,0.0327586991120074,0.1809936438442174,0.8355628582418079,MSDA_sea_mean
5998,MSDA,sea_median,10,300,log2,10,1,0.1357823471661793,0.035653761755591,0.1888220372615204,0.8227743529904348,MSDA_sea_median
6000,MSDA,"(35.9375, 14.541667938232422)",10,300,log2,2,3,0.1344995011467148,0.032970094616649,0.1815766907305257,0.8030133379507753,"MSDA_(35.9375, 14.541667938232422)"
6001,MSDA,"(35.895835876464844, 14.583335876464844)",10,300,log2,2,3,0.1549358237397977,0.0434190158989598,0.2083723011797868,0.7887299346810764,"MSDA_(35.895835876464844, 14.583335876464844)"
6002,MSDA,"(35.97916793823242, 14.5)",10,300,log2,2,3,0.14419792640758,0.0423508435903341,0.2057932058896361,0.821018716232181,"MSDA_(35.97916793823242, 14.5)"
6003,MSDA,"(35.97916793823242, 14.458335876464844)",10,300,log2,2,3,0.1384341306445174,0.0381956105061385,0.1954369732321356,0.8003258295480215,"MSDA_(35.97916793823242, 14.458335876464844)"
6004,MSDA,"(35.9375, 14.583335876464844)",10,300,log2,2,3,0.1377522967910881,0.0377577560325946,0.1943135508208181,0.8535267325465226,"MSDA_(35.9375, 14.583335876464844)"
6005,MSDA,sea_mean,10,300,log2,2,3,0.1293528808205008,0.0318325282443045,0.1784167263579973,0.8402119100782085,MSDA_sea_mean
6006,MSDA,sea_median,10,300,log2,2,3,0.1345588103260501,0.0349213913287475,0.1868726607311716,0.8264147773483959,MSDA_sea_median
6008,MSDA,"(35.9375, 14.541667938232422)",10,300,log2,5,3,0.1350150126845882,0.0333192663708513,0.1825356578064992,0.8009271389531096,"MSDA_(35.9375, 14.541667938232422)"
6009,MSDA,"(35.895835876464844, 14.583335876464844)",10,300,log2,5,3,0.1552116771820269,0.0436550164223165,0.2089378290839562,0.7875815934542532,"MSDA_(35.895835876464844, 14.583335876464844)"
6010,MSDA,"(35.97916793823242, 14.5)",10,300,log2,5,3,0.1448935635954026,0.0428550486005483,0.2070146096306933,0.81888786705989,"MSDA_(35.97916793823242, 14.5)"
6011,MSDA,"(35.97916793823242, 14.458335876464844)",10,300,log2,5,3,0.1392589638456888,0.0387107671169509,0.1967505199915642,0.797632759125694,"MSDA_(35.97916793823242, 14.458335876464844)"
6012,MSDA,"(35.9375, 14.583335876464844)",10,300,log2,5,3,0.1382231466068963,0.0380411392977591,0.1950413784245773,0.8524274068144942,"MSDA_(35.9375, 14.583335876464844)"
6013,MSDA,sea_mean,10,300,log2,5,3,0.1298877290784284,0.0321444545271948,0.1792887462368868,0.8386461499049379,MSDA_sea_mean
6014,MSDA,sea_median,10,300,log2,5,3,0.1350867962459311,0.035314481917434,0.1879214780631368,0.824460825493585,MSDA_sea_median
6016,MSDA,"(35.9375, 14.541667938232422)",10,300,log2,10,3,0.135010228857815,0.0332655833329273,0.1823885504436265,0.8012478793868962,"MSDA_(35.9375, 14.541667938232422)"
6017,MSDA,"(35.895835876464844, 14.583335876464844)",10,300,log2,10,3,0.155504347321341,0.0439715062544699,0.2096938393336103,0.7860416039789634,"MSDA_(35.895835876464844, 14.583335876464844)"
6018,MSDA,"(35.97916793823242, 14.5)",10,300,log2,10,3,0.1448954788166925,0.0426278845128362,0.2064652138081285,0.8198478979966511,"MSDA_(35.97916793823242, 14.5)"
6019,MSDA,"(35.97916793823242, 14.458335876464844)",10,300,log2,10,3,0.1391194942778487,0.038489289662524,0.1961868743380251,0.7987905708847021,"MSDA_(35.97916793823242, 14.458335876464844)"
6020,MSDA,"(35.9375, 14.583335876464844)",10,300,log2,10,3,0.1384783260838489,0.038189275998658,0.1954207665491515,0.8518527416624736,"MSDA_(35.9375, 14.583335876464844)"
6021,MSDA,sea_mean,10,300,log2,10,3,0.1300221867594796,0.0321198101009493,0.1792200047454226,0.8387698562523183,MSDA_sea_mean
6022,MSDA,sea_median,10,300,log2,10,3,0.1351766670282072,0.0351889655453281,0.1875872211674563,0.825084734981993,MSDA_sea_median
6024,MSDA,"(35.9375, 14.541667938232422)",10,300,log2,2,5,0.1351510702271642,0.0334043004353816,0.1827684339140148,0.8004190853145912,"MSDA_(35.9375, 14.541667938232422)"
6025,MSDA,"(35.895835876464844, 14.583335876464844)",10,300,log2,2,5,0.155301235368695,0.0440339865635763,0.2098427662884196,0.785737584675146,"MSDA_(35.895835876464844, 14.583335876464844)"
6026,MSDA,"(35.97916793823242, 14.5)",10,300,log2,2,5,0.1449105942192725,0.042921558817585,0.2071751887113538,0.8186067844882166,"MSDA_(35.97916793823242, 14.5)"
6027,MSDA,"(35.97916793823242, 14.458335876464844)",10,300,log2,2,5,0.1390997822236037,0.0387005314244788,0.1967245064156442,0.7976862679811955,"MSDA_(35.97916793823242, 14.458335876464844)"
6028,MSDA,"(35.9375, 14.583335876464844)",10,300,log2,2,5,0.1383026662159583,0.0383822894646495,0.1959139848623612,0.8511039865457264,"MSDA_(35.9375, 14.583335876464844)"
6029,MSDA,sea_mean,10,300,log2,2,5,0.1300849515701933,0.0322868368975946,0.1796853830938805,0.8379314405098778,MSDA_sea_mean
6030,MSDA,sea_median,10,300,log2,2,5,0.1353042656294233,0.0353840206454402,0.1881064077734733,0.8241151664254731,MSDA_sea_median
6032,MSDA,"(35.9375, 14.541667938232422)",10,300,log2,5,5,0.1348353870088955,0.0332975586411061,0.182476186504174,0.8010568362825504,"MSDA_(35.9375, 14.541667938232422)"
6033,MSDA,"(35.895835876464844, 14.583335876464844)",10,300,log2,5,5,0.1552485018183532,0.0443064271625089,0.2104909194300527,0.7844119318030043,"MSDA_(35.895835876464844, 14.583335876464844)"
6034,MSDA,"(35.97916793823242, 14.5)",10,300,log2,5,5,0.1446301235804939,0.0428124716575051,0.2069117484762651,0.819067803875281,"MSDA_(35.97916793823242, 14.5)"
6035,MSDA,"(35.97916793823242, 14.458335876464844)",10,300,log2,5,5,0.1389129845155194,0.0386321293235804,0.1965505770115684,0.7980438518127684,"MSDA_(35.97916793823242, 14.458335876464844)"
6036,MSDA,"(35.9375, 14.583335876464844)",10,300,log2,5,5,0.1380665762437702,0.0384014077023469,0.1959627712152156,0.8510298213664961,"MSDA_(35.9375, 14.583335876464844)"
6037,MSDA,sea_mean,10,300,log2,5,5,0.1296988544139835,0.0321915981414161,0.1794201720582615,0.8384095055513814,MSDA_sea_mean
6038,MSDA,sea_median,10,300,log2,5,5,0.1349044381059493,0.0352460241520935,0.1877392451036638,0.8248011113752952,MSDA_sea_median
6040,MSDA,"(35.9375, 14.541667938232422)",10,300,log2,10,5,0.1348948365902194,0.0333946600277029,0.1827420587267827,0.8004766839278648,"MSDA_(35.9375, 14.541667938232422)"
6041,MSDA,"(35.895835876464844, 14.583335876464844)",10,300,log2,10,5,0.1553098175841649,0.0439440377758951,0.2096283324741557,0.7861752612519936,"MSDA_(35.895835876464844, 14.583335876464844)"
6042,MSDA,"(35.97916793823242, 14.5)",10,300,log2,10,5,0.1448055593885494,0.0432152096657355,0.2078826824575236,0.8173657701110322,"MSDA_(35.97916793823242, 14.5)"
6043,MSDA,"(35.97916793823242, 14.458335876464844)",10,300,log2,10,5,0.1390684815571436,0.0389559183265792,0.1973725369107345,0.7963511887104241,"MSDA_(35.97916793823242, 14.458335876464844)"
6044,MSDA,"(35.9375, 14.583335876464844)",10,300,log2,10,5,0.1383766148516121,0.038399853260905,0.1959588050098924,0.8510358514948984,"MSDA_(35.9375, 14.583335876464844)"
6045,MSDA,sea_mean,10,300,log2,10,5,0.1299021696251923,0.0323421249953495,0.179839164242246,0.837653913715026,MSDA_sea_mean
6046,MSDA,sea_median,10,300,log2,10,5,0.1350676399989804,0.0354908516851088,0.1883901581429053,0.8235841369016946,MSDA_sea_median
6048,MSDA,"(35.9375, 14.541667938232422)",10,300,0.5,2,1,0.1307185814178668,0.0315238057215879,0.1775494458498476,0.8116544906411006,"MSDA_(35.9375, 14.541667938232422)"
6049,MSDA,"(35.895835876464844, 14.583335876464844)",10,300,0.5,2,1,0.1531236262470874,0.0429263519105745,0.2071867561176982,0.7911271597413736,"MSDA_(35.895835876464844, 14.583335876464844)"
6050,MSDA,"(35.97916793823242, 14.5)",10,300,0.5,2,1,0.1406215706790795,0.0407255054197519,0.2018056129540304,0.8278876493552522,"MSDA_(35.97916793823242, 14.5)"
6051,MSDA,"(35.97916793823242, 14.458335876464844)",10,300,0.5,2,1,0.1350891847760435,0.0368262351227027,0.1919016287651117,0.8074844765784427,"MSDA_(35.97916793823242, 14.458335876464844)"
6052,MSDA,"(35.9375, 14.583335876464844)",10,300,0.5,2,1,0.1358236050513651,0.0376075637110532,0.193926696746614,0.854109372046169,"MSDA_(35.9375, 14.583335876464844)"
6053,MSDA,sea_mean,10,300,0.5,2,1,0.1263591171397617,0.0309162680664072,0.1758302251218692,0.8448112137393561,MSDA_sea_mean
6054,MSDA,sea_median,10,300,0.5,2,1,0.1311100257474698,0.0335401146130899,0.1831396041632993,0.8332807473773025,MSDA_sea_median
6056,MSDA,"(35.9375, 14.541667938232422)",10,300,0.5,5,1,0.1309654945778398,0.0315537759881647,0.177633825574311,0.8114754270732726,"MSDA_(35.9375, 14.541667938232422)"
6057,MSDA,"(35.895835876464844, 14.583335876464844)",10,300,0.5,5,1,0.1534099818830382,0.0428521795458317,0.2070076799199289,0.7914880707390006,"MSDA_(35.895835876464844, 14.583335876464844)"
6058,MSDA,"(35.97916793823242, 14.5)",10,300,0.5,5,1,0.1409876285475522,0.0408568461702353,0.2021307650265919,0.8273325828172644,"MSDA_(35.97916793823242, 14.5)"
6059,MSDA,"(35.97916793823242, 14.458335876464844)",10,300,0.5,5,1,0.1354755636646039,0.0370602800571433,0.1925104673963036,0.8062609661406296,"MSDA_(35.97916793823242, 14.458335876464844)"
6060,MSDA,"(35.9375, 14.583335876464844)",10,300,0.5,5,1,0.1359265004900809,0.0375222186310234,0.1937065270738789,0.8544404503211134,"MSDA_(35.9375, 14.583335876464844)"
6061,MSDA,sea_mean,10,300,0.5,5,1,0.1266337655283694,0.0309538069334264,0.1759369402184386,0.8446227818368442,MSDA_sea_mean
6062,MSDA,sea_median,10,300,0.5,5,1,0.1314063636993726,0.0336062894797835,0.1833201829580788,0.8329518091955217,MSDA_sea_median
6064,MSDA,"(35.9375, 14.541667938232422)",10,300,0.5,10,1,0.1310162548133861,0.0315445215525842,0.17760777447112,0.811530719616268,"MSDA_(35.9375, 14.541667938232422)"
6065,MSDA,"(35.895835876464844, 14.583335876464844)",10,300,0.5,10,1,0.1534575751055882,0.0432873011159914,0.2080560047583137,0.7893708379863459,"MSDA_(35.895835876464844, 14.583335876464844)"
6066,MSDA,"(35.97916793823242, 14.5)",10,300,0.5,10,1,0.1409603979063559,0.0408976892397856,0.202231771093925,0.8271599736222304,"MSDA_(35.97916793823242, 14.5)"
6067,MSDA,"(35.97916793823242, 14.458335876464844)",10,300,0.5,10,1,0.1355190044067474,0.037048888575823,0.1924808784680261,0.8063205170825494,"MSDA_(35.97916793823242, 14.458335876464844)"
6068,MSDA,"(35.9375, 14.583335876464844)",10,300,0.5,10,1,0.1360658762199424,0.0378702490845349,0.1946027982443595,0.8530903394285292,"MSDA_(35.9375, 14.583335876464844)"
6069,MSDA,sea_mean,10,300,0.5,10,1,0.1267219302088283,0.0310142194589334,0.17610854453698,0.8443195322179627,MSDA_sea_mean
6070,MSDA,sea_median,10,300,0.5,10,1,0.1314970632918392,0.0336180566873094,0.183352274835382,0.8328933174441722,MSDA_sea_median
6072,MSDA,"(35.9375, 14.541667938232422)",10,300,0.5,2,3,0.1302006691012696,0.0312147361606825,0.1766769259430402,0.8135010907753034,"MSDA_(35.9375, 14.541667938232422)"
6073,MSDA,"(35.895835876464844, 14.583335876464844)",10,300,0.5,2,3,0.1526622132855163,0.0420787560951729,0.2051310705260734,0.7952514269449573,"MSDA_(35.895835876464844, 14.583335876464844)"
6074,MSDA,"(35.97916793823242, 14.5)",10,300,0.5,2,3,0.1395857487709921,0.0405572790741261,0.2013883786968011,0.8285986001829362,"MSDA_(35.97916793823242, 14.5)"
6075,MSDA,"(35.97916793823242, 14.458335876464844)",10,300,0.5,2,3,0.1342222657010287,0.0367063692763411,0.1915890635614182,0.808111096054362,"MSDA_(35.97916793823242, 14.458335876464844)"
6076,MSDA,"(35.9375, 14.583335876464844)",10,300,0.5,2,3,0.1348673291834933,0.0365423493417661,0.1911605329082499,0.8582416469905059,"MSDA_(35.9375, 14.583335876464844)"
6077,MSDA,sea_mean,10,300,0.5,2,3,0.1257253452372772,0.030421176397201,0.1744166746535462,0.847296399696045,MSDA_sea_mean
6078,MSDA,sea_median,10,300,0.5,2,3,0.1304073285439545,0.033214959841161,0.182249718356877,0.8348970078220879,MSDA_sea_median
6080,MSDA,"(35.9375, 14.541667938232422)",10,300,0.5,5,3,0.1301415332758037,0.0310691009706462,0.1762642929542063,0.8143712183953697,"MSDA_(35.9375, 14.541667938232422)"
6081,MSDA,"(35.895835876464844, 14.583335876464844)",10,300,0.5,5,3,0.1523202746005883,0.0417864879601241,0.2044174355580368,0.7966735574724221,"MSDA_(35.895835876464844, 14.583335876464844)"
6082,MSDA,"(35.97916793823242, 14.5)",10,300,0.5,5,3,0.1395032290162541,0.0400722463559139,0.2001805344081036,0.8306484242529065,"MSDA_(35.97916793823242, 14.5)"
6083,MSDA,"(35.97916793823242, 14.458335876464844)",10,300,0.5,5,3,0.1341563824726898,0.0363176521357127,0.1905719080444773,0.8101431822435061,"MSDA_(35.97916793823242, 14.458335876464844)"
6084,MSDA,"(35.9375, 14.583335876464844)",10,300,0.5,5,3,0.1349190486156884,0.036274850610341,0.1904595773657524,0.8592793520171942,"MSDA_(35.9375, 14.583335876464844)"
6085,MSDA,sea_mean,10,300,0.5,5,3,0.1256967539708989,0.0302141909561279,0.1738222970626264,0.8483353937720683,MSDA_sea_mean
6086,MSDA,sea_median,10,300,0.5,5,3,0.1303821666302423,0.0330010209718669,0.1816618313566913,0.8359604427210767,MSDA_sea_median
6088,MSDA,"(35.9375, 14.541667938232422)",10,300,0.5,10,3,0.1306497056798967,0.0314391733688838,0.1773109510686912,0.8121601441690751,"MSDA_(35.9375, 14.541667938232422)"
6089,MSDA,"(35.895835876464844, 14.583335876464844)",10,300,0.5,10,3,0.1533050719118174,0.0423807846495688,0.2058659385366331,0.7937818037604084,"MSDA_(35.895835876464844, 14.583335876464844)"
6090,MSDA,"(35.97916793823242, 14.5)",10,300,0.5,10,3,0.1401499239645542,0.040849127559134,0.2021116710116812,0.827365202874073,"MSDA_(35.97916793823242, 14.5)"
6091,MSDA,"(35.97916793823242, 14.458335876464844)",10,300,0.5,10,3,0.1346683306056172,0.0369517941911511,0.1922284947429779,0.806828094797842,"MSDA_(35.97916793823242, 14.458335876464844)"
6092,MSDA,"(35.9375, 14.583335876464844)",10,300,0.5,10,3,0.135636487036187,0.0368743319623375,0.1920269042669219,0.85695379028814,"MSDA_(35.9375, 14.583335876464844)"
6093,MSDA,sea_mean,10,300,0.5,10,3,0.1262303195216274,0.0306722974407616,0.1751350834092405,0.8460358604268495,MSDA_sea_mean
6094,MSDA,sea_median,10,300,0.5,10,3,0.1308715128159343,0.0334785807652707,0.182971529930945,0.8335866162521639,MSDA_sea_median
6096,MSDA,"(35.9375, 14.541667938232422)",10,300,0.5,2,5,0.130164164696924,0.0312831242633815,0.1768703600476393,0.8130924918849696,"MSDA_(35.9375, 14.541667938232422)"
6097,MSDA,"(35.895835876464844, 14.583335876464844)",10,300,0.5,2,5,0.1525628123496508,0.042398995522683,0.2059101637187514,0.7936931925316025,"MSDA_(35.895835876464844, 14.583335876464844)"
6098,MSDA,"(35.97916793823242, 14.5)",10,300,0.5,2,5,0.1396241155740525,0.0404954909773254,0.2012349149062494,0.828859726336501,"MSDA_(35.97916793823242, 14.5)"
6099,MSDA,"(35.97916793823242, 14.458335876464844)",10,300,0.5,2,5,0.1342121613881386,0.0366613558216794,0.1914715535573874,0.8083464116861754,"MSDA_(35.97916793823242, 14.458335876464844)"
6100,MSDA,"(35.9375, 14.583335876464844)",10,300,0.5,2,5,0.1351946351034099,0.0368214980084257,0.1918892858093586,0.8571587484920988,"MSDA_(35.9375, 14.583335876464844)"
6101,MSDA,sea_mean,10,300,0.5,2,5,0.1258763988158975,0.0305067562932808,0.1746618341060256,0.8468668187332842,MSDA_sea_mean
6102,MSDA,sea_median,10,300,0.5,2,5,0.1303702910808811,0.0332605366026344,0.1823747148116604,0.8346704575047298,MSDA_sea_median
6104,MSDA,"(35.9375, 14.541667938232422)",10,300,0.5,5,5,0.1302596395618783,0.0313685435410511,0.1771116696918958,0.8125821367107294,"MSDA_(35.9375, 14.541667938232422)"
6105,MSDA,"(35.895835876464844, 14.583335876464844)",10,300,0.5,5,5,0.1524147702528784,0.0421693456270262,0.2053517607108013,0.7948106326082917,"MSDA_(35.895835876464844, 14.583335876464844)"
6106,MSDA,"(35.97916793823242, 14.5)",10,300,0.5,5,5,0.1399612193664125,0.0407615736109243,0.2018949568734304,0.8277352195424801,"MSDA_(35.97916793823242, 14.5)"
6107,MSDA,"(35.97916793823242, 14.458335876464844)",10,300,0.5,5,5,0.1345260854952444,0.0369238963350902,0.1921559167319346,0.8069739356730771,"MSDA_(35.97916793823242, 14.458335876464844)"
6108,MSDA,"(35.9375, 14.583335876464844)",10,300,0.5,5,5,0.135029877067858,0.0367057653035033,0.1915874873354293,0.8576077091619698,"MSDA_(35.9375, 14.583335876464844)"
6109,MSDA,sea_mean,10,300,0.5,5,5,0.1258301143627719,0.0305623071099393,0.1748207856919174,0.8465879731819874,MSDA_sea_mean
6110,MSDA,sea_median,10,300,0.5,5,5,0.1306260967889317,0.0334296785563216,0.1828378477129985,0.8338296965105839,MSDA_sea_median
6112,MSDA,"(35.9375, 14.541667938232422)",10,300,0.5,10,5,0.1301120668880049,0.0313008271330276,0.1769203977302438,0.812986722422042,"MSDA_(35.9375, 14.541667938232422)"
6113,MSDA,"(35.895835876464844, 14.583335876464844)",10,300,0.5,10,5,0.1524093095351457,0.0422876997728914,0.2056397329625077,0.7942347400503877,"MSDA_(35.895835876464844, 14.583335876464844)"
6114,MSDA,"(35.97916793823242, 14.5)",10,300,0.5,10,5,0.1398546297500093,0.0405964599605553,0.2014856321442185,0.8284330156335449,"MSDA_(35.97916793823242, 14.5)"
6115,MSDA,"(35.97916793823242, 14.458335876464844)",10,300,0.5,10,5,0.1344125170531143,0.036765811439402,0.1917441301302389,0.8078003518499426,"MSDA_(35.97916793823242, 14.458335876464844)"
6116,MSDA,"(35.9375, 14.583335876464844)",10,300,0.5,10,5,0.1350166172474239,0.0367053671510674,0.1915864482448262,0.8576092537105434,"MSDA_(35.9375, 14.583335876464844)"
6117,MSDA,sea_mean,10,300,0.5,10,5,0.1258639477262719,0.0305000895197898,0.1746427482599544,0.8469002835901719,MSDA_sea_mean
6118,MSDA,sea_median,10,300,0.5,10,5,0.1304845338384207,0.0333004511234433,0.1824841119753807,0.8344720527242213,MSDA_sea_median
6120,MUCR,"(38.1875, 14.875)",10,300,sqrt,2,1,0.1495032532231253,0.048776932449212,0.2208550032243146,0.827646108905076,"MUCR_(38.1875, 14.875)"
6121,MUCR,"(38.1875, 14.833335876464844)",10,300,sqrt,2,1,0.1473909097702203,0.0470774946323437,0.2169734883167613,0.8351141976705256,"MUCR_(38.1875, 14.833335876464844)"
6122,MUCR,"(38.1875, 14.791667938232422)",10,300,sqrt,2,1,0.1467578898307934,0.0464749868742621,0.2155805809303383,0.8402129416063127,"MUCR_(38.1875, 14.791667938232422)"
6123,MUCR,"(38.1875, 14.958335876464844)",10,300,sqrt,2,1,0.0791025891452165,0.0130822909284652,0.114377842821349,0.845458641209643,"MUCR_(38.1875, 14.958335876464844)"
6124,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,sqrt,2,1,0.1479682191566729,0.0473862503781384,0.2176838312280874,0.8333814212868134,"MUCR_(38.145835876464844, 14.708335876464844)"
6125,MUCR,sea_mean,10,300,sqrt,2,1,0.1325292841607432,0.037662356422951,0.194067917036668,0.8396812334552005,MUCR_sea_mean
6126,MUCR,sea_median,10,300,sqrt,2,1,0.1473247106524652,0.0469421869365441,0.2166614569704177,0.8351449481112372,MUCR_sea_median
6128,MUCR,"(38.1875, 14.875)",10,300,sqrt,5,1,0.1499030761047962,0.04930056084005,0.2220372960564285,0.8257958615418847,"MUCR_(38.1875, 14.875)"
6129,MUCR,"(38.1875, 14.833335876464844)",10,300,sqrt,5,1,0.1477919562153425,0.0475624104598029,0.218088079591258,0.8334158121490088,"MUCR_(38.1875, 14.833335876464844)"
6130,MUCR,"(38.1875, 14.791667938232422)",10,300,sqrt,5,1,0.1471236047261376,0.0469418472470304,0.2166606730512725,0.8386078148346355,"MUCR_(38.1875, 14.791667938232422)"
6131,MUCR,"(38.1875, 14.958335876464844)",10,300,sqrt,5,1,0.0791901320421438,0.013168498804049,0.1147540796836831,0.844440265888072,"MUCR_(38.1875, 14.958335876464844)"
6132,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,sqrt,5,1,0.1483429436378712,0.0478559100257662,0.2187599369760519,0.8317300134977984,"MUCR_(38.145835876464844, 14.708335876464844)"
6133,MUCR,sea_mean,10,300,sqrt,5,1,0.1328347395326443,0.0380373966367412,0.1950317836577957,0.8380847856970115,MUCR_sea_mean
6134,MUCR,sea_median,10,300,sqrt,5,1,0.1477254135839998,0.0474233624980625,0.2177690577149623,0.8334551201049503,MUCR_sea_median
6136,MUCR,"(38.1875, 14.875)",10,300,sqrt,10,1,0.1492512568915415,0.0486727429337106,0.2206189994848825,0.8280142638403347,"MUCR_(38.1875, 14.875)"
6137,MUCR,"(38.1875, 14.833335876464844)",10,300,sqrt,10,1,0.1471357585948998,0.0469564199703413,0.2166943007334095,0.8355382536433837,"MUCR_(38.1875, 14.833335876464844)"
6138,MUCR,"(38.1875, 14.791667938232422)",10,300,sqrt,10,1,0.1464992083349905,0.0463460579828362,0.2152813461097738,0.8406562159284474,"MUCR_(38.1875, 14.791667938232422)"
6139,MUCR,"(38.1875, 14.958335876464844)",10,300,sqrt,10,1,0.0788782917084946,0.013014244809659,0.1140799930297116,0.8462624713429291,"MUCR_(38.1875, 14.958335876464844)"
6140,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,sqrt,10,1,0.1476551226380033,0.0472634456163938,0.217401576848913,0.8338132249154571,"MUCR_(38.145835876464844, 14.708335876464844)"
6141,MUCR,sea_mean,10,300,sqrt,10,1,0.1323135186423447,0.0375549483957416,0.1937909915237073,0.8401384412370465,MUCR_sea_mean
6142,MUCR,sea_median,10,300,sqrt,10,1,0.1470653780779091,0.0468213023845059,0.2163823060800165,0.835569479442207,MUCR_sea_median
6144,MUCR,"(38.1875, 14.875)",10,300,sqrt,2,3,0.1495117508675716,0.0489898122639531,0.2213364232654742,0.8268938954598289,"MUCR_(38.1875, 14.875)"
6145,MUCR,"(38.1875, 14.833335876464844)",10,300,sqrt,2,3,0.1473865942238457,0.0472790967361668,0.2174375697439769,0.8344080996740249,"MUCR_(38.1875, 14.833335876464844)"
6146,MUCR,"(38.1875, 14.791667938232422)",10,300,sqrt,2,3,0.146725945500007,0.0466715486836913,0.2160359893251385,0.8395371365026725,"MUCR_(38.1875, 14.791667938232422)"
6147,MUCR,"(38.1875, 14.958335876464844)",10,300,sqrt,2,3,0.079151306148546,0.0131586527414934,0.1147111709533709,0.8445565776177528,"MUCR_(38.1875, 14.958335876464844)"
6148,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,sqrt,2,3,0.1478804308124251,0.0475810813967374,0.2181308813458961,0.8326963603851985,"MUCR_(38.145835876464844, 14.708335876464844)"
6149,MUCR,sea_mean,10,300,sqrt,2,3,0.1324940115938123,0.0378328750973253,0.1945067482051082,0.8389553802122025,MUCR_sea_mean
6150,MUCR,sea_median,10,300,sqrt,2,3,0.147299093234266,0.0471367973969528,0.217110104317954,0.8344615006699805,MUCR_sea_median
6152,MUCR,"(38.1875, 14.875)",10,300,sqrt,5,3,0.1495148694391294,0.04929025925868,0.2220140969818809,0.8258322623064347,"MUCR_(38.1875, 14.875)"
6153,MUCR,"(38.1875, 14.833335876464844)",10,300,sqrt,5,3,0.1474387011429729,0.0475768256915565,0.2181211261926652,0.8333653237559447,"MUCR_(38.1875, 14.833335876464844)"
6154,MUCR,"(38.1875, 14.791667938232422)",10,300,sqrt,5,3,0.1468177350401525,0.0469761956906455,0.2167399263879305,0.838489720411489,"MUCR_(38.1875, 14.791667938232422)"
6155,MUCR,"(38.1875, 14.958335876464844)",10,300,sqrt,5,3,0.0792788029599938,0.0132464153129688,0.1150930723934713,0.8435198366431867,"MUCR_(38.1875, 14.958335876464844)"
6156,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,sqrt,5,3,0.1479898731311566,0.0478858836337342,0.2188284342441225,0.8316246209014505,"MUCR_(38.145835876464844, 14.708335876464844)"
6157,MUCR,sea_mean,10,300,sqrt,5,3,0.1326215791286351,0.0380806578973924,0.1951426603728473,0.8379006338646384,MUCR_sea_mean
6158,MUCR,sea_median,10,300,sqrt,5,3,0.1473549052436095,0.0474333973421282,0.2177920966016174,0.8334198789956817,MUCR_sea_median
6160,MUCR,"(38.1875, 14.875)",10,300,sqrt,10,3,0.1498679838616215,0.0494579812413791,0.2223915044271681,0.8252396146164545,"MUCR_(38.1875, 14.875)"
6161,MUCR,"(38.1875, 14.833335876464844)",10,300,sqrt,10,3,0.1477512922581805,0.047736700727024,0.2184873010658148,0.8328053720486295,"MUCR_(38.1875, 14.833335876464844)"
6162,MUCR,"(38.1875, 14.791667938232422)",10,300,sqrt,10,3,0.1471048471471563,0.0471302991183444,0.2170951384032918,0.8379598927545816,"MUCR_(38.1875, 14.791667938232422)"
6163,MUCR,"(38.1875, 14.958335876464844)",10,300,sqrt,10,3,0.0792402967872387,0.0132391491895219,0.1150615017698012,0.8436056715016803,"MUCR_(38.1875, 14.958335876464844)"
6164,MUCR,"(38.145835876464844, 14.708335876464844)",10,300,sqrt,10,3,0.1482652748963616,0.0480372413426684,0.2191739978707978,0.8310924199752607,"MUCR_(38.145835876464844, 14.708335876464844)"
6165,MUCR,sea_mean,10,300,sqrt,10,3,0.1328368592013482,0.0381892296915809,0.195420648068675,0.8374384722322015,MUCR_sea_mean
